bedrooms,bathrooms,sqft,lot_size,age,location,property_type,garage,price
3,1,1550,7427,20,Suburbs,Single Family,Attached,780000
4,2,1900,7427,20,Suburbs,Single Family,Attached,765000
3,1,1335,9052,65,Waterfront,Single Family,Attached,2000000
3,2,1550,4144,32,Waterfront,Single Family,Carport,1385000
3,1,1550,3724,20,Suburbs,Single Family,Carport,451500
3,2,1572,4381,15,Suburbs,Single Family,Attached,526000
4,2,2077,7793,23,Suburbs,Single Family,Attached,605500
3,2,1550,2034,20,Suburbs,Single Family,Attached,427500
5,4,3800,10419,55,Suburbs,Single Family,Attached,1705000
3,1,1550,10839,20,Suburbs,Single Family,Attached,551200
3,2,1550,2293,20,Suburbs,Condo,Attached,542000
4,3,2702,5705,9,New Development,Single Family,Attached,2000000
6,2,2600,6254,20,Waterfront,Single Family,Attached,2000000
2,1,1200,2217,20,Suburbs,Townhouse,Carport,385000
3,1,1550,2885,20,Suburbs,Single Family,Carport,500000
4,1,1900,8213,20,Suburbs,Single Family,Attached,821000
3,2,1550,2799,21,Suburbs,Townhouse,Attached,917000
4,2,1900,6372,20,Suburbs,Single Family,Attached,1115000
3,2,1787,3563,24,Suburbs,Single Family,Attached,905000
2,2,1200,1000,20,Suburbs,Single Family,Attached,450000
3,2,1550,5920,20,Suburbs,Single Family,Attached,1015000
3,2,1345,7083,41,Suburbs,Single Family,Attached,510000
4,2,1900,7556,20,Suburbs,Single Family,Attached,645000
3,1,1550,6857,20,Suburbs,Single Family,Attached,427000
3,1,1173,4542,75,Historic,Single Family,Attached,845000
2,1,1200,3972,20,Suburbs,Single Family,Carport,876000
3,2,1550,3315,20,Suburbs,Single Family,Carport,578000
4,2,4768,4768,20,Suburbs,Single Family,Attached,510000
2,1,1200,2120,20,Suburbs,Condo,Carport,390000
4,2,1799,4467,20,Suburbs,Single Family,Attached,525000
3,1,1184,7998,35,Suburbs,Single Family,Attached,480000
4,2,1900,4715,20,Suburbs,Single Family,Attached,1000000
3,3,1550,7190,35,Suburbs,Single Family,Attached,1240000
3,1,1238,4801,20,Suburbs,Single Family,Attached,1115000
2,1,861,1000,65,Suburbs,Condo,Carport,507000
3,1,1550,6340,20,Suburbs,Single Family,Attached,845000
3,1,1550,8320,20,Suburbs,Single Family,Carport,1250000
1,3,850,5748,20,Suburbs,Single Family,Attached,1026000
3,2,1550,3305,20,Suburbs,Condo,Carport,850000
2,1,1200,2734,20,Waterfront,Single Family,Carport,2000000
2,1,1200,1765,20,Waterfront,Single Family,Carport,1380000
3,2,1598,1776,120,Waterfront,Single Family,Carport,2000000
3,1,1550,2422,20,Waterfront,Single Family,Attached,2000000
2,1,1200,1916,20,Waterfront,Single Family,Attached,2000000
3,1,1195,7707,70,Suburbs,Single Family,Attached,787000
4,2,1981,6243,95,Historic,Single Family,Attached,2000000
2,1,1200,1421,45,Suburbs,Condo,Carport,540000
3,1,1550,4327,20,Suburbs,Single Family,Carport,585000
2,1,1200,1000,20,Waterfront,Condo,Carport,700500
3,1,1399,2756,115,Waterfront,Single Family,None,2000000
3,3,2347,4112,17,Downtown,Single Family,Carport,1500000
4,3,2583,5490,12,Waterfront,Townhouse,Attached,1655000
4,2,1900,7341,20,Waterfront,Single Family,Attached,1800000
2,2,1200,6749,20,Waterfront,Single Family,Attached,1880000
4,2,1345,6501,95,Waterfront,Single Family,Attached,2000000
3,1,1550,7782,20,Suburbs,Single Family,Carport,1000000
5,2,2250,6135,75,Historic,Single Family,Carport,945000
1,1,850,9472,20,Waterfront,Condo,Carport,290000
3,2,1550,4306,20,Waterfront,Townhouse,Attached,1810000
4,3,1900,6437,20,Waterfront,Single Family,Attached,1593000
5,3,3821,6631,20,Waterfront,Single Family,Attached,2000000
5,2,2131,10678,55,Suburbs,Single Family,Attached,930000
3,2,1507,5479,45,Suburbs,Single Family,Carport,700000
4,3,1668,3272,55,Suburbs,Townhouse,Attached,860000
2,1,1249,6814,65,Waterfront,Single Family,Attached,1470000
6,3,2600,7858,20,Waterfront,Single Family,Attached,1660000
4,2,1900,6501,20,Waterfront,Single Family,Attached,1600000
4,2,2433,3154,13,Waterfront,Townhouse,Attached,1200000
3,2,1561,6932,20,Waterfront,Single Family,Attached,1185000
4,1,1900,7772,70,Waterfront,Single Family,Attached,1460000
3,2,1550,2626,25,Waterfront,Townhouse,Attached,935000
4,2,2745,4585,11,Waterfront,Single Family,Attached,1620000
4,2,1884,6501,75,Waterfront,Single Family,Attached,1580000
3,1,3800,6641,20,Waterfront,Single Family,Attached,1315000
2,1,1200,2217,55,Waterfront,Condo,Attached,767000
5,3,2250,10193,20,Waterfront,Single Family,Attached,2000000
4,3,2314,7492,75,Historic,Single Family,Attached,1695000
4,2,1900,3186,75,Historic,Townhouse,Carport,990000
3,2,1442,4381,55,Waterfront,Single Family,Attached,836000
4,2,1938,8826,50,Suburbs,Single Family,Attached,780000
4,1,1647,7858,50,Suburbs,Single Family,Attached,783000
5,3,2250,29439,20,Suburbs,Single Family,None,2000000
3,2,1550,7782,20,Suburbs,Single Family,Attached,706500
2,1,1119,3423,45,Suburbs,Condo,Carport,637000
3,2,1550,2680,20,Waterfront,Condo,Carport,1336000
2,2,1119,1000,20,Waterfront,Condo,Attached,1400000
3,1,1292,3057,55,Waterfront,Single Family,Attached,1175000
3,2,1733,4144,85,Waterfront,Single Family,Carport,1935000
3,1,1550,6803,20,Waterfront,Single Family,Attached,1950000
4,2,1900,5511,20,Waterfront,Single Family,Carport,2000000
3,1,1550,1765,55,Waterfront,Condo,Carport,897000
5,3,2680,6943,35,Waterfront,Single Family,Attached,2000000
3,2,1550,3466,20,Suburbs,Single Family,Carport,1590000
3,2,1163,2702,120,Historic,Single Family,None,1435000
2,1,1141,2519,115,Historic,Single Family,Carport,1315000
2,1,1200,1442,55,Suburbs,Single Family,Carport,730000
2,1,1206,1000,18,Suburbs,Single Family,Carport,700000
3,2,1550,4004,20,Suburbs,Single Family,Attached,1900000
2,1,1173,2583,30,Suburbs,Single Family,Carport,920000
2,2,947,1000,18,Suburbs,Townhouse,Carport,765000
4,1,1905,7298,120,Historic,Single Family,Attached,1400000
2,1,1200,1000,20,Suburbs,Single Family,None,740000
2,1,1200,1000,45,Downtown,Condo,Carport,570000
2,1,850,1862,120,Downtown,Single Family,Attached,1105000
3,1,1550,5091,20,Suburbs,Single Family,Carport,1200000
4,1,1900,5005,20,Suburbs,Single Family,None,1325000
3,1,1550,6491,20,Suburbs,Single Family,Carport,1160000
3,1,1550,9709,20,Suburbs,Single Family,Attached,1320000
3,1,1550,5877,20,Suburbs,Single Family,Carport,780000
4,3,1981,1012,20,Waterfront,Townhouse,Attached,845000
2,1,1200,2702,50,Waterfront,Condo,Carport,700000
4,2,1292,6448,65,Suburbs,Single Family,Attached,1032000
4,2,2908,6867,16,Suburbs,Single Family,Attached,821000
4,2,1900,10592,95,Waterfront,Single Family,Attached,2000000
3,2,1550,3767,20,Waterfront,Townhouse,Attached,1171000
3,2,1550,8385,20,Waterfront,Single Family,Attached,2000000
2,1,915,1249,65,Waterfront,Condo,Carport,850000
2,1,1200,1636,20,Downtown,Single Family,None,1501000
3,2,1938,6480,55,Waterfront,Single Family,Attached,1570000
3,2,1421,8073,41,Waterfront,Condo,Attached,1275000
3,2,1733,4628,87,Waterfront,Single Family,Attached,1435000
4,2,1900,6544,20,Waterfront,Single Family,Attached,1455000
2,1,1200,1701,55,Waterfront,Condo,Attached,620000
3,1,2110,4370,20,Suburbs,Single Family,Attached,600000
4,1,1900,10764,20,Waterfront,Single Family,Attached,965000
2,1,904,2142,55,Waterfront,Condo,Carport,529000
3,1,1550,5791,20,Waterfront,Single Family,Attached,881000
4,2,1442,6814,95,Waterfront,Single Family,Attached,845000
2,2,1066,1000,15,Waterfront,Condo,Carport,650000
2,1,1200,1000,20,Waterfront,Condo,None,350000
1,1,574,1000,65,Waterfront,Condo,Carport,350000
2,1,1001,1000,55,Waterfront,Condo,Carport,665000
3,1,1550,6329,20,Waterfront,Single Family,Carport,1080000
2,1,1012,2347,45,Waterfront,Single Family,Carport,674000
2,1,1200,5447,14,Waterfront,Condo,Carport,525000
3,2,1356,5748,50,Waterfront,Single Family,Attached,840000
2,1,1060,3864,34,Waterfront,Townhouse,Attached,745000
3,1,1399,6512,65,Waterfront,Single Family,Attached,1240000
2,1,872,1000,55,Waterfront,Condo,Attached,850000
3,1,1281,7804,55,Suburbs,Single Family,Attached,1300000
2,2,1200,5737,20,Downtown,Single Family,Carport,700000
3,2,1550,2465,20,Suburbs,Single Family,Carport,880000
4,2,1900,6501,20,Suburbs,Single Family,Attached,1525000
3,1,1173,1000,14,Suburbs,Townhouse,Carport,690000
2,1,1200,4284,20,Suburbs,Single Family,Attached,960000
3,2,1819,7933,95,Historic,Single Family,Attached,1600000
3,1,1550,5167,20,Suburbs,Single Family,Carport,1157000
2,1,1200,2239,20,Suburbs,Single Family,Carport,867000
3,1,1238,5156,45,Suburbs,Single Family,Attached,690000
4,2,1700,3229,20,Suburbs,Single Family,Attached,850000
2,1,1200,3261,20,Suburbs,Single Family,Carport,700000
2,2,1200,39837,20,Downtown,Condo,Attached,561000
3,2,1744,1163,20,Downtown,Single Family,Carport,1025000
4,2,1900,9192,75,Historic,Single Family,Attached,725000
4,2,2303,5167,13,Suburbs,Single Family,Attached,667000
3,2,1550,10538,20,Suburbs,Single Family,Carport,877500
3,1,1615,6717,55,Suburbs,Single Family,Attached,678000
3,1,1378,5705,55,Suburbs,Single Family,Carport,595000
2,1,786,1518,45,Suburbs,Condo,Carport,305000
3,2,1313,5737,45,Waterfront,Single Family,Attached,816000
4,4,3531,11539,65,Suburbs,Single Family,Attached,2000000
3,1,1550,6943,20,Suburbs,Single Family,Attached,1285000
3,1,1367,6964,60,Suburbs,Single Family,Attached,1360000
5,2,3606,8148,45,Suburbs,Single Family,Attached,1600000
5,2,2250,8267,20,Suburbs,Single Family,Attached,1370000
4,4,1900,7007,20,Suburbs,Single Family,Attached,1760000
4,2,2142,8450,45,Suburbs,Single Family,Attached,1662000
3,1,1216,7535,65,Suburbs,Single Family,Carport,545000
2,1,1001,1206,65,Suburbs,Condo,Carport,750000
2,1,1200,1000,55,Waterfront,Single Family,Carport,716000
2,1,1141,18988,55,Waterfront,Condo,Carport,975000
4,1,1900,10818,20,Suburbs,Single Family,Attached,975000
3,1,1550,10333,20,Suburbs,Single Family,Carport,842000
2,1,700,13024,57,Waterfront,Condo,Carport,480000
2,1,893,1000,95,Waterfront,Condo,Carport,696750
1,1,500,12831,16,Waterfront,Condo,Carport,420000
2,1,818,9548,52,Waterfront,Condo,Carport,695500
3,1,1270,7524,37,Suburbs,Single Family,Attached,540000
3,1,1292,6523,50,Suburbs,Single Family,Attached,620000
3,2,1550,6006,20,Suburbs,Single Family,Attached,598000
4,2,1900,5048,15,Suburbs,Single Family,Attached,650000
2,1,1200,2099,20,Suburbs,Condo,Carport,762000
3,2,1679,2185,9,New Development,Single Family,Attached,1025000
4,2,1900,2874,20,Suburbs,Single Family,Carport,1360000
3,1,1550,3488,20,Suburbs,Single Family,Carport,900000
3,2,1604,2971,115,Historic,Single Family,Carport,1320000
3,2,1550,1485,43,Suburbs,Condo,Carport,786000
5,3,2400,6351,120,Historic,Single Family,Attached,2000000
3,1,1550,4736,20,Suburbs,Single Family,Attached,1200000
3,2,1572,4306,65,Suburbs,Single Family,Attached,700000
3,1,1015,6491,65,Suburbs,Single Family,Attached,712000
3,1,1518,6684,65,Suburbs,Single Family,Attached,775000
4,1,1900,7395,20,Suburbs,Single Family,Carport,821000
3,1,1550,7922,20,Suburbs,Single Family,Attached,663500
3,1,1550,10850,20,Suburbs,Single Family,Attached,805000
4,2,1900,2174,20,Downtown,Single Family,None,1290000
4,2,1900,6631,120,Downtown,Single Family,Attached,2000000
2,1,1200,1000,20,Suburbs,Condo,Carport,270000
3,1,1550,44089,20,Suburbs,Condo,Attached,605000
3,2,2777,2777,20,Suburbs,Condo,Carport,764000
3,1,1098,6383,65,Waterfront,Single Family,Attached,700000
3,1,1227,6717,63,Waterfront,Single Family,None,452000
3,1,1819,5963,100,Waterfront,Single Family,Attached,1890000
4,1,1733,7050,55,Suburbs,Single Family,Attached,1750000
2,1,1141,2777,45,Suburbs,Condo,Carport,1100000
4,2,1900,7093,20,Suburbs,Single Family,Attached,750000
3,1,1023,6986,70,Suburbs,Single Family,Attached,695000
3,2,500,6566,55,Suburbs,Single Family,Carport,817000
3,1,1550,6135,20,Suburbs,Single Family,Attached,760000
3,2,2196,6997,35,Suburbs,Single Family,Carport,680000
5,3,3337,18837,35,Suburbs,Single Family,Attached,1170000
5,4,2842,6480,24,Suburbs,Single Family,Attached,830000
3,1,1550,6544,20,Suburbs,Single Family,Attached,731000
3,1,1216,7276,65,Suburbs,Single Family,Attached,827000
3,2,1496,1000,12,Suburbs,Townhouse,Attached,627000
3,1,1550,8557,55,Suburbs,Single Family,Attached,680000
3,1,1032,15026,60,Waterfront,Condo,Carport,690000
2,1,1119,24402,95,Waterfront,Condo,Carport,1022000
5,2,3229,8826,54,Waterfront,Single Family,Attached,2000000
4,2,2971,3993,120,Waterfront,Single Family,Attached,2000000
1,1,506,1000,55,Waterfront,Condo,Carport,560000
3,2,1550,1000,20,Waterfront,Condo,Attached,970000
2,2,1200,4951,67,Waterfront,Single Family,Attached,1790000
2,1,904,1000,60,Waterfront,Condo,Carport,805000
3,2,1518,3035,120,Waterfront,Single Family,Carport,1875000
4,2,2142,5683,45,Waterfront,Single Family,Attached,2000000
3,2,1905,2852,15,Waterfront,Townhouse,Attached,1465000
3,2,1507,1862,16,Suburbs,Townhouse,Attached,701000
3,1,1550,8579,20,Suburbs,Single Family,Attached,850000
3,1,1345,6372,65,Suburbs,Single Family,Carport,885000
3,1,1550,6835,20,Waterfront,Single Family,Carport,1190000
3,2,1647,4876,28,Suburbs,Single Family,Carport,485000
3,2,1550,5705,20,Suburbs,Single Family,Attached,530000
3,1,1550,6082,20,Suburbs,Single Family,Attached,515000
4,2,1900,49579,20,Suburbs,Single Family,None,1305000
3,2,1464,5995,54,Suburbs,Single Family,Carport,555500
4,1,1900,6318,20,Suburbs,Single Family,Attached,1350000
3,2,1561,1000,19,Suburbs,Condo,Carport,910000
3,2,1378,3595,20,Suburbs,Single Family,Attached,1300000
3,2,2809,8665,95,Historic,Single Family,Carport,2000000
2,1,1200,1000,20,Suburbs,Condo,Carport,535000
3,1,1550,7287,20,Suburbs,Single Family,Attached,580000
3,1,1356,6964,50,Suburbs,Single Family,Attached,670000
3,2,1550,1000,20,Downtown,Townhouse,Carport,855000
2,1,1138,1776,95,Downtown,Single Family,None,990000
2,1,1200,11162,65,Waterfront,Condo,Carport,630000
2,1,1173,1000,50,Waterfront,Townhouse,Carport,942000
2,1,1200,2573,20,Waterfront,Single Family,Attached,912500
1,1,667,1000,120,Waterfront,Condo,Carport,515000
2,1,1200,7642,65,Waterfront,Condo,Carport,672000
4,2,2067,8547,75,Waterfront,Single Family,Attached,2000000
3,2,3014,8105,88,Waterfront,Single Family,Attached,2000000
4,2,1711,6717,56,Suburbs,Single Family,Carport,745000
4,1,1292,5027,55,Suburbs,Single Family,Attached,800001
3,1,1550,3606,20,Suburbs,Single Family,Carport,1180000
3,1,1076,6340,50,Suburbs,Single Family,Attached,521000
2,1,1200,2099,20,Waterfront,Townhouse,Attached,910000
3,4,1550,10226,20,Waterfront,Single Family,Attached,2000000
2,1,785,1000,48,Waterfront,Condo,Carport,592000
1,1,500,11969,20,Waterfront,Condo,Carport,455000
3,2,1550,5716,20,Waterfront,Single Family,Attached,2000000
3,2,1572,6243,95,Waterfront,Single Family,Attached,1780000
2,2,969,50000,21,Downtown,Condo,Attached,585000
4,2,2382,2562,18,Downtown,Single Family,Attached,1085000
4,2,1900,6114,20,Waterfront,Single Family,Attached,1680000
4,2,500,6921,20,Suburbs,Single Family,Attached,400000
4,2,1582,8245,45,Suburbs,Single Family,Carport,355000
5,2,1679,7169,49,Suburbs,Single Family,Attached,355000
3,3,1550,1001,20,Waterfront,Townhouse,Attached,815000
2,1,1119,1000,45,Waterfront,Townhouse,Carport,800000
3,1,1389,5705,45,Waterfront,Single Family,Attached,885000
3,1,1378,2228,120,Waterfront,Single Family,None,2000000
6,4,3531,5081,110,Waterfront,Single Family,Attached,2000000
3,2,1550,3455,20,Waterfront,Single Family,Carport,1850000
3,2,1550,10667,20,Suburbs,Single Family,Carport,663500
3,2,1981,8697,45,Suburbs,Single Family,Carport,732000
4,2,1701,6986,40,Suburbs,Single Family,Attached,720000
3,1,1218,5662,40,Suburbs,Single Family,Attached,556500
3,1,1550,3014,38,Suburbs,Condo,Attached,569000
3,2,2185,6415,75,Historic,Single Family,Attached,1850000
2,1,1200,2508,20,Suburbs,Single Family,None,1090000
2,1,1184,2702,45,Suburbs,Single Family,None,760000
3,2,1550,3735,70,Waterfront,Single Family,Attached,1090500
5,2,2010,13498,45,Suburbs,Single Family,Attached,872000
3,2,1119,10193,47,Suburbs,Single Family,Attached,730000
1,1,850,1000,55,Waterfront,Condo,Carport,519000
4,2,1927,3358,21,Waterfront,Townhouse,Attached,1170000
2,1,1200,2131,20,Suburbs,Condo,Carport,720000
2,1,1200,1862,55,Suburbs,Condo,Carport,572000
3,1,1550,9806,20,Suburbs,Single Family,Attached,1640000
3,2,1453,3197,24,Suburbs,Townhouse,Attached,1011000
5,2,2250,7836,20,Suburbs,Single Family,Attached,1450000
3,2,1550,7589,20,Suburbs,Single Family,Attached,880000
3,2,1550,3606,20,Waterfront,Single Family,Attached,1256000
1,1,850,1000,20,Waterfront,Condo,Carport,330000
2,1,1200,1000,20,Waterfront,Condo,Attached,670000
2,1,1200,12551,20,Waterfront,Condo,Carport,602000
4,2,2734,6997,70,Suburbs,Single Family,Attached,1337000
2,1,710,1098,120,Downtown,Single Family,None,970000
3,1,1550,3789,120,Historic,Single Family,Carport,1232000
4,2,1900,3638,20,Suburbs,Townhouse,Attached,950000
2,1,1200,1141,20,Suburbs,Condo,Carport,460000
4,2,2034,7502,65,Suburbs,Single Family,Attached,1138000
4,2,1900,6114,20,Waterfront,Single Family,Attached,1410000
3,1,1550,5866,20,Waterfront,Single Family,Carport,1245000
2,1,969,7567,65,Waterfront,Single Family,Carport,1114000
3,1,969,2271,21,Waterfront,Condo,Carport,740000
4,2,1733,6071,50,Waterfront,Single Family,Attached,1120000
3,1,1550,6889,20,Waterfront,Single Family,Attached,945000
1,1,500,8837,50,Waterfront,Condo,Carport,280000
2,1,775,1000,13,Waterfront,Condo,Carport,485000
3,2,2120,6749,75,Waterfront,Single Family,Attached,1315000
3,2,753,26167,26,Downtown,Condo,Carport,1770000
3,1,1550,3929,20,Suburbs,Condo,Carport,630000
3,2,2034,1000,25,Waterfront,Condo,Attached,1725000
3,2,1550,1432,20,Waterfront,Single Family,Attached,1325000
2,1,1200,50000,20,Waterfront,Condo,Carport,625000
2,2,872,15844,15,Waterfront,Condo,Carport,665000
3,2,1485,1561,120,Waterfront,Single Family,None,1400000
3,1,1550,5220,20,Suburbs,Single Family,Attached,850000
5,2,2336,6006,100,Historic,Single Family,Attached,1400000
3,1,1550,3843,20,Suburbs,Single Family,None,930000
4,1,5813,5813,60,Suburbs,Single Family,Attached,830000
3,1,1238,5059,95,Historic,Single Family,Attached,881000
3,1,1550,2519,30,Suburbs,Condo,Carport,660000
3,1,1292,3757,85,Historic,Single Family,Attached,945000
3,2,1356,5543,105,Historic,Single Family,Attached,1210000
3,1,1550,3714,75,Historic,Single Family,Carport,970000
2,1,1819,1755,20,Suburbs,Condo,Carport,465000
3,1,1012,6351,75,Historic,Single Family,Attached,725000
3,1,1550,5866,20,Suburbs,Single Family,Carport,990000
3,1,1109,4822,95,Historic,Single Family,Carport,972500
3,1,1324,2831,25,Suburbs,Single Family,Carport,955000
3,1,2088,2196,115,Downtown,Single Family,None,1900000
4,2,1900,7158,20,Suburbs,Single Family,Attached,1100000
5,2,2250,6469,35,Suburbs,Single Family,Attached,1266000
3,2,1550,4962,20,Suburbs,Single Family,Carport,1040000
2,1,1200,6986,20,Suburbs,Single Family,Attached,888000
2,1,1012,1000,16,Suburbs,Townhouse,Carport,521000
3,1,1249,3498,95,Historic,Single Family,Carport,857700
3,2,1507,1722,15,Suburbs,Townhouse,Attached,642500
3,1,1550,3165,20,Downtown,Single Family,Carport,1676000
4,1,1900,2626,20,Downtown,Single Family,None,1400000
3,1,1550,1755,35,Downtown,Single Family,Carport,1301000
2,1,710,4381,65,Downtown,Condo,Carport,575000
3,1,1550,3520,20,Suburbs,Condo,Attached,766000
4,1,1927,7201,60,Suburbs,Single Family,Attached,910000
4,1,1625,8966,65,Suburbs,Single Family,Carport,1200000
2,1,1200,2659,20,Suburbs,Condo,Carport,675000
3,1,1550,4004,20,Suburbs,Single Family,Carport,622000
3,2,1518,2745,29,Suburbs,Single Family,Attached,425000
4,2,1787,6501,85,Waterfront,Townhouse,Attached,2000000
3,2,1615,4284,105,Waterfront,Single Family,None,1710000
4,2,2530,4101,25,Waterfront,Townhouse,Attached,2000000
3,1,1055,5716,40,Suburbs,Single Family,Attached,515000
3,1,1033,6975,65,Waterfront,Single Family,Attached,540000
3,2,1376,7136,55,Suburbs,Single Family,Attached,1360000
3,1,1335,2131,115,Historic,Single Family,None,1180000
3,2,1389,3595,22,Suburbs,Single Family,Attached,790000
2,2,1200,1000,20,Waterfront,Condo,Attached,805000
2,1,560,17717,13,Waterfront,Condo,Carport,530000
4,3,4413,6717,20,Suburbs,Single Family,Attached,915000
3,2,1722,5296,18,Suburbs,Single Family,Attached,644000
5,5,2906,7535,15,Suburbs,Single Family,Attached,905000
2,2,786,1000,11,Waterfront,Condo,Carport,800000
2,2,1432,2013,120,Waterfront,Single Family,Carport,2000000
3,1,1421,1464,32,Waterfront,Single Family,Carport,1400000
3,1,1550,1000,55,Waterfront,Condo,Carport,805000
